id,Age,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Sleep Duration,Work/Study Hours,Financial Stress,sleep_hours,decision_fatigue_level
78504,29,5,0,9.39,2,More than 8 hours,11,5,8.5,0
78509,21,4,0,9.67,3,Less than 5 hours,9,5,4,2
78512,19,5,0,7.22,1,Less than 5 hours,12,5,4,2
78513,28,5,0,7.83,4,5-6 hours,12,1,5.5,2
78523,31,1,0,7.68,3,More than 8 hours,7,3,8.5,0
78527,26,2,0,5.45,3,7-8 hours,12,1,7.5,1
78534,23,5,0,9.43,4,Less than 5 hours,2,2,4,2
78536,25,3,0,7.25,4,More than 8 hours,10,1,8.5,0
78539,20,3,0,8.32,1,Less than 5 hours,6,4,4,0
78544,20,4,0,7.25,5,Less than 5 hours,10,2,4,2
78546,27,2,0,5.67,3,5-6 hours,4,3,5.5,1
78554,32,3,0,6.92,3,Less than 5 hours,11,2,4,2
78556,33,3,0,5.16,1,Less than 5 hours,6,4,4,0
78568,23,4,0,9.96,3,Less than 5 hours,6,2,4,2
78569,20,5,0,9.86,2,5-6 hours,10,5,5.5,2
78571,24,2,0,9.21,3,7-8 hours,7,2,7.5,1
78575,34,1,0,9.72,2,7-8 hours,10,3,7.5,0
78578,30,3,0,8.46,2,More than 8 hours,0,5,8.5,0
78579,31,3,0,9.74,1,Less than 5 hours,12,3,4,2
78580,19,3,0,5.64,2,More than 8 hours,3,5,8.5,0
78583,33,3,0,6.75,3,Less than 5 hours,10,1,4,2
78587,24,5,0,9.02,2,5-6 hours,7,5,5.5,2
78591,31,5,0,8.69,3,More than 8 hours,6,1,8.5,0
78599,30,3,0,7.53,4,More than 8 hours,10,3,8.5,0
78601,27,3,0,9.06,4,More than 8 hours,0,4,8.5,0
78607,23,1,0,9.96,2,5-6 hours,7,3,5.5,2
78611,33,5,0,5.79,3,More than 8 hours,9,3,8.5,0
78612,31,5,0,6.74,1,Less than 5 hours,10,3,4,2
78614,24,5,0,8.95,1,7-8 hours,5,4,7.5,0
78616,28,4,0,6.27,3,5-6 hours,3,4,5.5,2
78619,24,3,0,9.16,1,5-6 hours,2,3,5.5,1
78625,23,5,0,7.94,4,More than 8 hours,9,5,8.5,0
78635,33,3,0,9.56,5,More than 8 hours,11,2,8.5,0
78641,32,3,0,9.93,5,More than 8 hours,3,5,8.5,0
78644,34,3,0,9.84,4,More than 8 hours,2,3,8.5,0
78646,28,5,0,7.1,2,Less than 5 hours,8,4,4,2
78648,23,3,0,7.47,3,5-6 hours,10,5,5.5,2
78650,23,1,0,6.23,4,Less than 5 hours,6,1,4,0
78657,22,4,0,6.16,2,5-6 hours,7,5,5.5,2
78658,19,3,0,8.04,5,5-6 hours,7,3,5.5,2
78659,20,5,0,6.02,5,5-6 hours,0,1,5.5,2
78661,24,3,0,6.16,4,7-8 hours,10,4,7.5,1
78662,27,4,0,8.11,1,Less than 5 hours,12,5,4,2
78663,24,2,0,9.72,4,7-8 hours,4,2,7.5,1
78666,31,4,0,7.52,3,5-6 hours,11,5,5.5,2
78667,27,4,0,9.79,1,5-6 hours,8,4,5.5,2
78676,24,3,0,6.37,1,More than 8 hours,3,2,8.5,0
78681,30,4,0,8.04,4,7-8 hours,11,2,7.5,0
78687,19,3,0,5.74,1,7-8 hours,0,4,7.5,1
78688,24,5,0,5.51,1,7-8 hours,12,1,7.5,0
78694,23,2,0,7.53,4,5-6 hours,8,5,5.5,2
78696,23,5,0,8.9,3,Less than 5 hours,11,5,4,2
78706,28,1,0,7.22,3,5-6 hours,12,4,5.5,2
78711,24,5,0,5.16,4,7-8 hours,2,4,7.5,0
78738,31,1,0,8.91,4,More than 8 hours,10,4,8.5,0
78739,27,5,0,8.95,2,5-6 hours,3,5,5.5,2
78748,26,1,0,9.6,2,Less than 5 hours,3,3,4,0
78749,23,3,0,7.22,5,5-6 hours,9,4,5.5,2
78751,18,4,0,8.91,5,Less than 5 hours,7,3,4,2
78754,30,1,0,8.95,5,7-8 hours,1,2,7.5,0
78759,28,4,0,6.99,1,5-6 hours,5,4,5.5,2
78762,25,3,0,8.95,2,5-6 hours,9,3,5.5,2
78765,33,2,0,7.39,5,5-6 hours,12,4,5.5,2
78770,33,4,0,5.46,1,More than 8 hours,5,5,8.5,0
78773,34,3,0,9.94,1,5-6 hours,11,5,5.5,2
78774,32,4,0,6,3,5-6 hours,0,1,5.5,2
78776,29,2,0,5.27,4,Less than 5 hours,2,4,4,0
78779,22,1,0,8.52,5,Less than 5 hours,10,5,4,2
78780,29,1,0,5.58,5,Less than 5 hours,4,3,4,0
78784,21,3,0,7.15,4,Less than 5 hours,9,3,4,2
78788,26,4,0,7.09,3,More than 8 hours,6,1,8.5,0
78791,24,3,0,6.25,1,7-8 hours,3,5,7.5,1
78796,19,5,0,7.13,2,7-8 hours,10,3,7.5,0
78803,23,5,0,6.78,2,7-8 hours,5,4,7.5,0
78810,23,5,0,5.51,2,Less than 5 hours,6,5,4,2
78832,31,5,0,6.78,2,Less than 5 hours,11,2,4,2
78835,19,2,0,9.43,3,5-6 hours,7,5,5.5,2
78854,30,1,0,7.39,3,7-8 hours,12,3,7.5,0
78868,32,2,0,8.23,3,5-6 hours,8,5,5.5,2
78876,20,5,0,8.93,4,Less than 5 hours,2,5,4,2
78886,18,2,0,7.88,5,Less than 5 hours,8,1,4,2
78892,25,1,0,9.11,5,Less than 5 hours,11,1,4,2
78894,32,5,0,5.61,2,Less than 5 hours,10,1,4,2
78906,32,5,0,9.67,4,Less than 5 hours,0,4,4,2
78909,30,4,0,7.22,2,More than 8 hours,11,2,8.5,0
78927,25,5,0,8.94,1,5-6 hours,11,3,5.5,2
78931,29,5,0,8.74,5,Less than 5 hours,10,3,4,2
78935,24,3,0,8.25,4,7-8 hours,0,5,7.5,1
78937,27,4,0,7.47,2,Less than 5 hours,2,3,4,2
78940,25,3,0,6.5,5,Less than 5 hours,12,5,4,2
78946,34,5,0,5.59,3,5-6 hours,11,3,5.5,2
78953,21,3,0,7.9,2,7-8 hours,12,4,7.5,1
78955,28,1,0,7.1,5,5-6 hours,0,1,5.5,0
78958,34,3,0,9.88,4,5-6 hours,2,4,5.5,1
78966,20,4,0,8.24,3,More than 8 hours,5,5,8.5,0
78967,19,5,0,8.04,5,5-6 hours,9,4,5.5,2
78970,22,1,0,7.9,2,Less than 5 hours,6,2,4,0
78979,25,3,0,6.61,4,5-6 hours,0,3,5.5,1
78980,20,2,0,8.54,2,More than 8 hours,0,3,8.5,0
78982,30,3,0,9.93,4,5-6 hours,8,1,5.5,2
78990,25,3,0,9.41,4,7-8 hours,8,4,7.5,1
78992,19,5,0,7.37,1,Less than 5 hours,8,2,4,2
78994,25,3,0,7.3,3,Less than 5 hours,1,2,4,0
78996,33,3,0,9.49,2,5-6 hours,10,1,5.5,2
78997,21,2,0,8.59,4,7-8 hours,8,4,7.5,1
79006,19,3,0,9.93,4,Less than 5 hours,10,4,4,2
79015,30,1,0,8.09,2,7-8 hours,0,2,7.5,0
79016,20,3,0,9.39,4,7-8 hours,4,3,7.5,1
79019,21,3,0,7.09,4,7-8 hours,11,5,7.5,1
79021,28,2,0,8.74,1,5-6 hours,6,4,5.5,1
79022,29,1,0,9.84,5,7-8 hours,0,4,7.5,0
79028,28,1,0,9.21,3,Less than 5 hours,0,2,4,0
79065,26,3,0,8.69,3,5-6 hours,7,3,5.5,2
79067,27,1,0,6.27,1,More than 8 hours,2,5,8.5,0
79073,26,2,0,6,5,7-8 hours,5,2,7.5,1
79077,33,3,0,7.09,1,More than 8 hours,6,3,8.5,0
79080,34,2,0,7.77,4,Less than 5 hours,10,4,4,2
79083,22,5,0,5.71,4,7-8 hours,7,3,7.5,0
79093,23,3,0,5.88,3,5-6 hours,2,3,5.5,1
79104,24,3,0,9.93,1,More than 8 hours,0,5,8.5,0
79112,31,2,0,5.64,5,7-8 hours,9,1,7.5,1
79122,21,1,0,9.21,4,7-8 hours,10,3,7.5,0
79132,34,3,0,9.19,4,Less than 5 hours,11,3,4,2
79134,29,4,0,5.88,1,More than 8 hours,12,1,8.5,0
79140,32,2,0,5.86,3,7-8 hours,4,2,7.5,1
79146,30,4,0,5.16,1,More than 8 hours,9,2,8.5,0
79149,31,1,0,7.5,2,Less than 5 hours,9,2,4,2
79161,24,1,0,9.84,5,More than 8 hours,0,2,8.5,0
79177,24,4,0,7.03,2,Less than 5 hours,7,4,4,2
79180,18,3,0,9.44,4,7-8 hours,1,1,7.5,1
79185,32,4,0,9.31,2,5-6 hours,9,4,5.5,2
79199,33,1,0,9.54,2,Less than 5 hours,11,5,4,2
79203,33,2,0,6.84,3,More than 8 hours,9,5,8.5,0
79205,29,4,0,7.12,4,5-6 hours,11,5,5.5,2
79217,33,5,0,8.52,5,5-6 hours,11,4,5.5,2
79226,28,5,0,9.69,2,7-8 hours,8,1,7.5,0
79228,18,3,0,8.9,1,7-8 hours,5,2,7.5,1
79233,30,5,0,7.53,2,7-8 hours,5,5,7.5,0
79237,34,3,0,5.89,2,More than 8 hours,5,3,8.5,0
79239,34,3,0,5.12,3,5-6 hours,9,3,5.5,2
79245,24,3,0,5.85,4,5-6 hours,10,1,5.5,2
79249,29,1,0,9.42,2,5-6 hours,12,5,5.5,2
79252,33,3,0,9.84,3,More than 8 hours,2,3,8.5,0
79257,34,5,0,5.27,5,Less than 5 hours,3,1,4,2
79258,32,1,0,7.1,1,7-8 hours,3,3,7.5,0
79264,22,2,0,8.09,4,Less than 5 hours,7,1,4,2
79267,30,1,0,5.11,3,7-8 hours,8,4,7.5,0
79268,20,5,0,9.56,1,Less than 5 hours,12,4,4,2
79278,30,3,0,8.52,4,More than 8 hours,9,4,8.5,0
79283,27,4,0,5.67,1,Less than 5 hours,6,4,4,2
79289,29,1,0,9.96,3,5-6 hours,2,3,5.5,0
79304,25,2,0,5.76,1,Less than 5 hours,6,2,4,0
79317,19,1,0,8.5,5,More than 8 hours,4,5,8.5,0
79322,34,1,0,8.59,1,More than 8 hours,10,2,8.5,0
79324,23,1,0,6.37,4,Less than 5 hours,6,3,4,0
79326,26,4,0,7.88,3,7-8 hours,10,5,7.5,0
79329,20,2,0,6.89,3,7-8 hours,0,2,7.5,1
79336,29,5,0,8.91,1,5-6 hours,12,1,5.5,2
79357,19,3,0,7.48,5,More than 8 hours,10,1,8.5,0
79380,34,2,0,5.57,4,Less than 5 hours,9,5,4,2
79383,28,5,0,7.09,2,5-6 hours,12,3,5.5,2
79388,21,4,0,5.12,1,5-6 hours,11,4,5.5,2
79394,21,1,0,8.07,4,7-8 hours,2,1,7.5,0
79400,23,2,0,9.74,2,Less than 5 hours,10,5,4,2
79411,20,3,0,6.03,1,5-6 hours,11,5,5.5,2
79414,24,1,0,9.74,4,Less than 5 hours,11,1,4,2
79419,18,5,0,6.89,1,7-8 hours,5,1,7.5,0
79422,23,3,0,9.54,1,Less than 5 hours,7,4,4,2
79428,33,5,0,9.96,2,More than 8 hours,11,3,8.5,0
79431,24,3,0,8.17,2,7-8 hours,10,5,7.5,1
79455,25,1,0,7.77,1,Less than 5 hours,10,1,4,2
79456,21,1,0,7.61,2,7-8 hours,11,1,7.5,0
79458,21,5,0,8.21,1,Less than 5 hours,4,4,4,2
79467,22,2,0,9.39,2,More than 8 hours,10,2,8.5,0
79469,24,5,0,8.46,1,Less than 5 hours,7,4,4,2
79483,18,5,0,6.51,4,7-8 hours,7,4,7.5,0
79484,30,2,0,9.5,2,Less than 5 hours,11,3,4,2
79485,26,1,0,6.25,1,5-6 hours,12,3,5.5,2
79486,25,5,0,7.75,3,More than 8 hours,10,3,8.5,0
79488,21,3,0,9.71,4,7-8 hours,1,4,7.5,1
79506,31,1,0,9.87,5,Less than 5 hours,1,2,4,0
79510,28,3,0,8.04,4,More than 8 hours,4,4,8.5,0
79511,27,3,0,8.73,3,Less than 5 hours,8,4,4,2
79516,29,2,0,6.03,3,7-8 hours,11,3,7.5,1
79521,29,3,0,6.16,3,7-8 hours,3,3,7.5,1
79532,19,4,0,8.24,3,5-6 hours,2,5,5.5,2
79535,26,4,0,9.26,2,5-6 hours,10,1,5.5,2
79537,19,1,0,5.42,4,7-8 hours,11,5,7.5,0
79538,25,5,0,7.49,4,More than 8 hours,6,5,8.5,0
79541,25,2,0,8.74,4,More than 8 hours,8,2,8.5,0
79546,25,3,0,9.79,3,More than 8 hours,6,3,8.5,0
79547,24,4,0,7.68,4,7-8 hours,1,4,7.5,0
79550,26,3,0,7.03,2,Less than 5 hours,8,3,4,2
79562,20,4,0,8.77,4,More than 8 hours,2,2,8.5,0
79564,34,4,0,8.39,4,5-6 hours,6,3,5.5,2
79565,28,3,0,6.28,3,Less than 5 hours,12,4,4,2
79573,25,1,0,6.59,3,5-6 hours,6,3,5.5,0
79587,25,5,0,8.52,2,7-8 hours,12,5,7.5,0
79590,18,2,0,9.21,3,5-6 hours,6,3,5.5,1
79591,25,4,0,7.09,5,5-6 hours,5,2,5.5,2
79594,28,3,0,6.83,3,Less than 5 hours,10,5,4,2
79604,28,3,0,5.57,4,Less than 5 hours,9,3,4,2
79609,18,5,0,5.85,2,Less than 5 hours,8,3,4,2
79613,26,4,0,5.56,2,More than 8 hours,10,4,8.5,0
79616,28,5,0,6.21,2,7-8 hours,6,1,7.5,0
79622,32,2,0,5.66,3,Less than 5 hours,12,1,4,2
79623,23,5,0,7.85,5,5-6 hours,4,4,5.5,2
79627,32,2,0,9.96,5,Less than 5 hours,4,1,4,0
79634,18,3,0,5.03,5,5-6 hours,6,5,5.5,1
79638,19,5,0,8.59,1,5-6 hours,10,3,5.5,2
79640,29,1,0,9.95,2,7-8 hours,2,5,7.5,0
79652,32,5,0,6.33,5,Less than 5 hours,4,3,4,2
79659,27,4,0,8.14,3,More than 8 hours,5,3,8.5,0
79662,25,5,0,7.87,2,Less than 5 hours,0,3,4,2
79667,19,3,0,7.13,2,7-8 hours,10,3,7.5,1
79669,24,3,0,8.04,5,Less than 5 hours,8,1,4,2
79675,29,4,0,9.96,5,Less than 5 hours,11,3,4,2
79682,24,5,0,9.85,4,7-8 hours,4,4,7.5,0
79689,34,4,0,5.46,3,7-8 hours,5,3,7.5,0
79691,33,5,0,9.33,1,7-8 hours,4,1,7.5,0
79692,28,3,0,5.51,3,7-8 hours,8,3,7.5,1
79700,28,1,0,7.07,5,Less than 5 hours,11,5,4,2
79703,19,2,0,8.83,4,5-6 hours,7,5,5.5,2
79714,29,3,0,8.9,5,More than 8 hours,8,5,8.5,0
79719,20,5,0,9.19,1,5-6 hours,9,4,5.5,2
79723,18,5,0,9.24,1,5-6 hours,3,3,5.5,2
79728,18,4,0,7.8,1,7-8 hours,12,2,7.5,0
79735,19,2,0,8.04,5,5-6 hours,5,2,5.5,1
79743,26,1,0,9.21,3,5-6 hours,3,4,5.5,0
79753,20,2,0,9.26,1,Less than 5 hours,7,4,4,2
79757,20,5,0,8.35,5,7-8 hours,2,1,7.5,0
79766,27,4,0,9.39,4,Less than 5 hours,1,5,4,2
79768,21,2,0,7.53,5,7-8 hours,0,1,7.5,1
79771,28,5,0,9.11,1,7-8 hours,8,5,7.5,0
79784,25,1,0,5.57,3,7-8 hours,2,3,7.5,0
79788,20,4,0,5.12,4,Less than 5 hours,8,4,4,2
79798,20,2,0,9.54,5,More than 8 hours,11,1,8.5,0
79799,21,1,0,7.04,1,More than 8 hours,6,1,8.5,0
79800,32,5,0,8.23,3,7-8 hours,12,2,7.5,0
79801,21,4,0,7.08,3,7-8 hours,10,5,7.5,0
79802,29,5,0,9.82,1,More than 8 hours,7,5,8.5,0
79809,27,5,0,7.09,3,5-6 hours,7,4,5.5,2
79817,20,4,0,7.87,5,Less than 5 hours,4,2,4,2
79831,22,3,0,9.72,1,5-6 hours,7,4,5.5,2
79841,31,1,0,7.72,3,More than 8 hours,12,1,8.5,0
79849,31,2,0,5.72,3,Less than 5 hours,9,1,4,2
79852,25,5,0,8.56,5,Less than 5 hours,7,1,4,2
79856,25,5,0,9.63,2,5-6 hours,8,5,5.5,2
79867,28,1,0,8.71,2,5-6 hours,10,1,5.5,2
79872,18,3,0,7.21,4,More than 8 hours,0,3,8.5,0
79874,18,4,0,9.6,2,7-8 hours,8,5,7.5,0
79878,29,2,0,8.81,2,5-6 hours,10,5,5.5,2
79881,28,2,0,8.09,5,7-8 hours,6,5,7.5,1
79882,24,1,0,6.16,5,Less than 5 hours,5,3,4,0
79885,19,1,0,8.93,4,More than 8 hours,3,2,8.5,0
79889,20,1,0,5.64,5,Less than 5 hours,4,2,4,0
79896,32,5,0,8.58,1,Less than 5 hours,0,2,4,2
79900,33,1,0,9.02,1,More than 8 hours,11,5,8.5,0
79902,30,3,0,8.9,3,More than 8 hours,7,2,8.5,0
79904,23,3,0,9.84,4,5-6 hours,6,2,5.5,1
79911,34,3,0,9.11,4,Less than 5 hours,8,4,4,2
79912,18,3,0,9.79,4,Less than 5 hours,12,2,4,2
79936,32,3,0,8.95,3,Less than 5 hours,3,5,4,0
79938,29,1,0,9.97,5,7-8 hours,11,1,7.5,0
79954,31,1,0,7.85,2,More than 8 hours,4,4,8.5,0
79955,29,5,0,5.42,5,Less than 5 hours,10,3,4,2
79957,22,5,0,8.69,2,Less than 5 hours,3,3,4,2
79964,24,5,0,7.88,4,Less than 5 hours,12,5,4,2
79965,24,2,0,8.09,2,5-6 hours,0,2,5.5,1
79971,25,2,0,9.9,3,More than 8 hours,3,3,8.5,0
79975,25,5,0,8.98,4,5-6 hours,10,2,5.5,2
79988,21,5,0,8.95,2,5-6 hours,4,4,5.5,2
79995,22,2,0,7.8,2,More than 8 hours,12,4,8.5,0
79996,32,1,0,8.04,3,Less than 5 hours,0,2,4,0
79997,20,2,0,9.84,3,Less than 5 hours,0,3,4,0
80014,20,4,0,5.75,1,More than 8 hours,7,3,8.5,0
80027,29,3,0,8.62,3,5-6 hours,7,4,5.5,2
80034,33,5,0,6.75,3,Less than 5 hours,10,2,4,2
80038,20,3,0,8.58,1,Less than 5 hours,4,4,4,0
80041,25,1,0,7.21,3,Less than 5 hours,10,4,4,2
80046,28,1,0,9.93,3,More than 8 hours,10,2,8.5,0
80047,29,2,0,9.39,3,Less than 5 hours,0,5,4,0
80051,29,2,0,9.91,5,More than 8 hours,0,2,8.5,0
80052,23,4,0,5.24,3,Less than 5 hours,6,5,4,2
80054,24,4,0,8.79,2,Less than 5 hours,8,2,4,2
80055,34,5,0,7.51,5,More than 8 hours,2,2,8.5,0
80060,34,2,0,9.44,2,7-8 hours,5,1,7.5,1
80070,28,2,0,9.6,4,5-6 hours,2,2,5.5,1
80073,25,2,0,7.77,2,Less than 5 hours,4,4,4,0
80078,30,3,0,5.99,5,Less than 5 hours,7,3,4,2
80080,34,1,0,5.1,3,Less than 5 hours,5,2,4,0
80083,32,4,0,5.88,2,7-8 hours,10,4,7.5,0
80090,25,3,0,6.92,3,5-6 hours,12,4,5.5,2
80094,19,5,0,5.99,5,Less than 5 hours,12,5,4,2
80098,33,3,0,7.13,5,7-8 hours,3,2,7.5,1
80115,24,4,0,8.35,3,Less than 5 hours,0,4,4,2
80120,32,1,0,5.56,3,More than 8 hours,2,2,8.5,0
80121,30,5,0,9.71,4,Less than 5 hours,8,5,4,2
80124,28,2,0,9.94,5,More than 8 hours,12,3,8.5,0
80133,19,4,0,7.46,1,7-8 hours,10,1,7.5,0
80134,18,5,0,7.15,5,Less than 5 hours,12,4,4,2
80135,28,3,0,8.04,5,Less than 5 hours,6,4,4,0
80138,21,5,0,5.32,2,Less than 5 hours,8,1,4,2
80143,20,3,0,6.76,1,Less than 5 hours,4,4,4,0
80145,23,3,0,6.1,3,7-8 hours,7,2,7.5,1
80147,19,5,0,6.16,1,Less than 5 hours,11,5,4,2
80148,31,5,0,7.88,2,More than 8 hours,2,2,8.5,0
80158,25,1,0,7.08,4,More than 8 hours,4,2,8.5,0
80162,34,4,0,6.74,2,More than 8 hours,7,1,8.5,0
80170,28,4,0,6.92,4,More than 8 hours,10,5,8.5,0
80171,18,1,0,8.98,5,5-6 hours,10,3,5.5,2
80172,31,5,0,8.08,3,7-8 hours,3,1,7.5,0
80182,28,4,0,6.38,3,More than 8 hours,0,2,8.5,0
80184,33,5,0,9.78,1,7-8 hours,11,3,7.5,0
80187,24,2,0,9.87,4,5-6 hours,11,4,5.5,2
80192,21,4,0,7.04,1,Less than 5 hours,6,5,4,2
80193,20,1,0,7.53,4,More than 8 hours,12,2,8.5,0
80201,25,1,0,8.7,4,Less than 5 hours,9,3,4,2
80206,29,2,0,9.24,3,More than 8 hours,5,1,8.5,0
80210,28,3,0,7.87,2,Less than 5 hours,12,2,4,2
80218,28,5,0,5.99,4,7-8 hours,12,5,7.5,0
80226,23,3,0,7.03,1,Less than 5 hours,11,3,4,2
80228,21,5,0,9.93,1,7-8 hours,11,5,7.5,0
80232,26,3,0,8.54,1,5-6 hours,8,4,5.5,2
80239,18,3,0,5.41,3,More than 8 hours,11,5,8.5,0
80246,18,5,0,9.44,1,More than 8 hours,7,5,8.5,0
80269,25,2,0,5.76,3,More than 8 hours,3,1,8.5,0
80270,18,4,0,7.77,3,Less than 5 hours,6,1,4,2
80276,22,2,0,7.25,3,Less than 5 hours,5,4,4,0
80282,24,1,0,6.99,5,7-8 hours,12,3,7.5,0
80288,21,1,0,9.21,3,5-6 hours,10,5,5.5,2
80291,34,3,0,8.95,4,More than 8 hours,2,2,8.5,0
80293,21,4,0,7.5,2,Less than 5 hours,5,5,4,2
80300,26,2,0,9.05,3,Less than 5 hours,2,2,4,0
80301,29,5,0,8.62,2,7-8 hours,2,1,7.5,0
80304,26,3,0,7.25,4,More than 8 hours,11,4,8.5,0
80306,23,5,0,8.46,2,More than 8 hours,8,4,8.5,0
80308,18,4,0,9.72,2,5-6 hours,6,3,5.5,2
80311,24,3,0,5.6,4,More than 8 hours,0,2,8.5,0
80312,24,3,0,7.48,4,5-6 hours,0,1,5.5,1
80315,29,2,0,5.41,2,More than 8 hours,0,1,8.5,0
80316,28,5,0,9.39,3,5-6 hours,10,4,5.5,2
80318,23,1,0,8.47,3,7-8 hours,0,2,7.5,0
80320,28,4,0,5.82,5,5-6 hours,10,4,5.5,2
80323,19,4,0,8.49,4,5-6 hours,7,3,5.5,2
80328,28,3,0,5.7,1,7-8 hours,10,3,7.5,1
80331,21,1,0,5.82,3,Less than 5 hours,9,1,4,2
80332,30,5,0,8.14,1,Less than 5 hours,7,5,4,2
80341,27,5,0,6.03,5,Less than 5 hours,6,1,4,2
80348,23,5,0,6.37,2,More than 8 hours,8,4,8.5,0
80352,31,3,0,8.95,2,Less than 5 hours,2,2,4,0
80356,24,5,0,6.16,1,Less than 5 hours,8,5,4,2
80362,27,2,0,5.32,2,5-6 hours,12,1,5.5,2
80363,20,1,0,5.64,3,More than 8 hours,4,2,8.5,0
80369,34,5,0,8.43,5,Less than 5 hours,10,3,4,2
80374,25,2,0,6.02,5,7-8 hours,12,5,7.5,1
80376,30,3,0,8.5,4,7-8 hours,10,2,7.5,1
80379,23,5,0,7.53,4,7-8 hours,2,3,7.5,0
80382,32,3,0,5.56,2,7-8 hours,10,1,7.5,1
80389,28,5,0,8.04,4,Less than 5 hours,1,2,4,2
80394,27,1,0,9.72,3,7-8 hours,9,5,7.5,0
80411,20,3,0,6.36,3,5-6 hours,10,5,5.5,2
80415,22,4,0,5.41,2,Less than 5 hours,7,1,4,2
80421,32,4,0,9.91,2,More than 8 hours,12,2,8.5,0
80428,20,3,0,9.97,3,Less than 5 hours,12,2,4,2
80431,29,2,0,9.39,1,Less than 5 hours,10,5,4,2
80440,19,1,0,7.37,2,Less than 5 hours,5,2,4,0
80443,32,4,0,8.5,5,7-8 hours,6,4,7.5,0
80455,34,4,0,8.53,3,More than 8 hours,8,1,8.5,0
80462,20,3,0,5.42,4,7-8 hours,5,3,7.5,1
80464,23,3,0,5.97,3,Less than 5 hours,12,4,4,2
80471,20,1,0,8.58,3,5-6 hours,9,1,5.5,2
80473,28,1,0,6.35,1,5-6 hours,12,3,5.5,2
80477,25,5,0,7.27,4,Less than 5 hours,5,4,4,2
80484,32,3,0,5.84,4,More than 8 hours,11,5,8.5,0
80485,29,3,0,9.19,2,5-6 hours,8,5,5.5,2
80493,32,3,0,8.95,1,Less than 5 hours,5,5,4,0
80494,18,5,0,5.57,2,Less than 5 hours,1,5,4,2
80495,29,4,0,8.7,2,5-6 hours,9,3,5.5,2
80503,22,4,0,8.04,2,Less than 5 hours,12,1,4,2
80510,20,5,0,8.62,1,7-8 hours,11,1,7.5,0
80521,28,4,0,5.12,3,Less than 5 hours,11,3,4,2
80523,33,3,0,9.86,1,5-6 hours,3,4,5.5,1
80525,24,4,0,5.66,3,7-8 hours,11,4,7.5,0
80528,19,3,0,5.85,1,5-6 hours,9,3,5.5,2
80531,23,5,0,6.21,1,Less than 5 hours,7,4,4,2
80543,21,5,0,7.1,2,5-6 hours,5,4,5.5,2
80545,33,3,0,7.25,2,More than 8 hours,0,5,8.5,0
80551,23,4,0,8.04,4,7-8 hours,9,2,7.5,0
80557,29,4,0,8.04,3,Less than 5 hours,11,1,4,2
80567,21,4,0,7.77,1,More than 8 hours,10,4,8.5,0
80568,27,5,0,8.9,1,Less than 5 hours,11,3,4,2
80570,19,1,0,5.46,2,7-8 hours,9,2,7.5,0
80572,26,3,0,7.32,5,Less than 5 hours,6,4,4,0
80577,33,3,0,5.38,4,More than 8 hours,6,3,8.5,0
80578,30,3,0,7.28,4,7-8 hours,3,2,7.5,1
80583,28,5,0,9.94,2,Less than 5 hours,12,3,4,2
80585,25,1,0,8.35,5,7-8 hours,4,1,7.5,0
80588,22,5,0,6.74,2,Less than 5 hours,10,2,4,2
80591,30,3,0,5.84,2,7-8 hours,4,1,7.5,1
80594,29,3,0,8.95,5,More than 8 hours,2,2,8.5,0
80595,26,1,0,9.44,4,5-6 hours,4,5,5.5,0
80610,21,2,0,9.72,4,5-6 hours,10,1,5.5,2
80615,26,5,0,6.59,2,More than 8 hours,4,5,8.5,0
80636,18,1,0,5.11,5,More than 8 hours,8,4,8.5,0
80637,21,5,0,5.82,1,More than 8 hours,4,4,8.5,0
80639,21,1,0,5.89,2,7-8 hours,0,5,7.5,0
80642,19,1,0,7.1,5,More than 8 hours,12,2,8.5,0
80649,23,5,0,7.72,2,7-8 hours,10,2,7.5,0
80665,28,5,0,5.37,2,5-6 hours,10,1,5.5,2
80668,21,4,0,9.21,1,5-6 hours,2,5,5.5,2
80670,31,4,0,8.93,4,7-8 hours,6,3,7.5,0
80672,23,2,0,9.6,1,Others,1,1,,0
80682,29,3,0,6.27,4,More than 8 hours,10,2,8.5,0
80689,24,1,0,6.04,3,5-6 hours,1,2,5.5,0
80715,25,3,0,9.34,4,Less than 5 hours,1,3,4,0
80716,28,3,0,5.83,5,More than 8 hours,2,1,8.5,0
80719,24,2,0,7.87,3,Less than 5 hours,10,4,4,2
80722,20,3,0,6.21,4,7-8 hours,6,5,7.5,1
80725,28,5,0,5.11,2,5-6 hours,6,2,5.5,2
80726,34,1,0,9.69,4,More than 8 hours,3,4,8.5,0
80734,20,5,0,7.02,4,Less than 5 hours,10,4,4,2
80745,24,2,0,7.25,1,More than 8 hours,8,5,8.5,0
80749,19,5,0,8.81,3,7-8 hours,10,5,7.5,0
80756,26,1,0,9.59,4,5-6 hours,10,4,5.5,2
80762,24,3,0,8.08,5,Less than 5 hours,3,5,4,0
80765,20,5,0,8.54,2,7-8 hours,4,4,7.5,0
80766,31,4,0,6.27,3,More than 8 hours,0,4,8.5,0
80769,20,2,0,8.09,4,5-6 hours,3,1,5.5,1
80770,26,2,0,9.54,3,7-8 hours,6,2,7.5,1
80773,23,4,0,8.58,3,Less than 5 hours,11,5,4,2
80778,25,5,0,5.57,2,5-6 hours,5,5,5.5,2
